Participant Information
Name,Hao 
10.157783508300781,2025-01-27 15:02:40.252618
19.98029327392578,2025-01-27 15:02:40.352425
13.092742919921875,2025-01-27 15:02:40.452245
3.6831893920898438,2025-01-27 15:02:40.552654
2.6802902221679688,2025-01-27 15:02:40.652768
3.2259902954101562,2025-01-27 15:02:40.752635
3.5947036743164062,2025-01-27 15:02:40.852567
5.8364715576171875,2025-01-27 15:02:40.952266
10.850967407226562,2025-01-27 15:02:41.052575
19.1248779296875,2025-01-27 15:02:41.152730
10.08404541015625,2025-01-27 15:02:41.252902
3.4472122192382812,2025-01-27 15:02:41.352559
2.3410797119140625,2025-01-27 15:02:41.452918
2.1493453979492188,2025-01-27 15:02:41.552892
2.2968292236328125,2025-01-27 15:02:41.652450
2.695037841796875,2025-01-27 15:02:41.753043
3.1522445678710938,2025-01-27 15:02:41.852926
3.5209579467773438,2025-01-27 15:02:41.952139
4.6123504638671875,2025-01-27 15:02:42.052852
7.753776550292969,2025-01-27 15:02:42.153142
8.889411926269531,2025-01-27 15:02:42.252651
8.904167175292969,2025-01-27 15:02:42.352474
9.036903381347656,2025-01-27 15:02:42.452970
10.202033996582031,2025-01-27 15:02:42.552554
12.547042846679688,2025-01-27 15:02:42.653058
17.00109100341797,2025-01-27 15:02:42.753060
19.77381134033203,2025-01-27 15:02:42.852854
21.337158203125,2025-01-27 15:02:42.952926
22.428543090820312,2025-01-27 15:02:43.052697
22.92999267578125,2025-01-27 15:02:43.152814
23.372451782226562,2025-01-27 15:02:43.252659
20.48174285888672,2025-01-27 15:02:43.352750
12.104591369628906,2025-01-27 15:02:43.452952
6.1461944580078125,2025-01-27 15:02:43.552206
3.108001708984375,2025-01-27 15:02:43.652682
1.8838729858398438,2025-01-27 15:02:43.752510
1.5446548461914062,2025-01-27 15:02:43.852820
1.8691253662109375,2025-01-27 15:02:43.952177
2.6212997436523438,2025-01-27 15:02:44.052803
5.5120086669921875,2025-01-27 15:02:44.152779
11.14593505859375,2025-01-27 15:02:44.252856
11.6768798828125,2025-01-27 15:02:44.352667
7.237579345703125,2025-01-27 15:02:44.452768
3.7569351196289062,2025-01-27 15:02:44.553044
3.21124267578125,2025-01-27 15:02:44.652643
2.1493453979492188,2025-01-27 15:02:44.752738
2.1493453979492188,2025-01-27 15:02:44.852742
2.2230911254882812,2025-01-27 15:02:44.953037
2.4148178100585938,2025-01-27 15:02:45.052515
2.5033111572265625,2025-01-27 15:02:45.152337
2.532806396484375,2025-01-27 15:02:45.252853
2.5623016357421875,2025-01-27 15:02:45.352823
2.577056884765625,2025-01-27 15:02:45.452849
2.5180587768554688,2025-01-27 15:02:45.552542
2.6212997436523438,2025-01-27 15:02:45.652824
2.6802902221679688,2025-01-27 15:02:45.752854
2.7097930908203125,2025-01-27 15:02:45.852518
2.7687835693359375,2025-01-27 15:02:45.952415
2.8572769165039062,2025-01-27 15:02:46.052581
2.79827880859375,2025-01-27 15:02:46.152639
2.8277816772460938,2025-01-27 15:02:46.252295
2.8277816772460938,2025-01-27 15:02:46.352481
2.695037841796875,2025-01-27 15:02:46.452358
2.5918045043945312,2025-01-27 15:02:46.552519
3.4619674682617188,2025-01-27 15:02:46.652438
3.5209579467773438,2025-01-27 15:02:46.752801
3.5947036743164062,2025-01-27 15:02:46.852863
4.2436370849609375,2025-01-27 15:02:46.953096
7.193336486816406,2025-01-27 15:02:47.052685
12.222579956054688,2025-01-27 15:02:47.152716
14.877311706542969,2025-01-27 15:02:47.252646
15.585235595703125,2025-01-27 15:02:47.353014
16.042442321777344,2025-01-27 15:02:47.451490
15.806465148925781,2025-01-27 15:02:47.552178
16.042442321777344,2025-01-27 15:02:47.651822
16.927352905273438,2025-01-27 15:02:47.751088
17.57628631591797,2025-01-27 15:02:47.852404
18.416954040527344,2025-01-27 15:02:47.952943
19.53783416748047,2025-01-27 15:02:48.052777
20.11302947998047,2025-01-27 15:02:48.152483
19.995040893554688,2025-01-27 15:02:48.252388
19.74431610107422,2025-01-27 15:02:48.352617
17.11907958984375,2025-01-27 15:02:48.452855
10.865715026855469,2025-01-27 15:02:48.553062
2.79827880859375,2025-01-27 15:02:48.653316
1.4119186401367188,2025-01-27 15:02:48.752503
0.9547195434570312,2025-01-27 15:02:48.852704
1.3234329223632812,2025-01-27 15:02:48.952552
3.0047607421875,2025-01-27 15:02:49.052540
12.78302001953125,2025-01-27 15:02:49.152794
20.702972412109375,2025-01-27 15:02:49.252846
23.54943084716797,2025-01-27 15:02:49.352587
24.699813842773438,2025-01-27 15:02:49.452707
25.245513916015625,2025-01-27 15:02:49.553078
23.903396606445312,2025-01-27 15:02:49.652594
12.340568542480469,2025-01-27 15:02:49.753080
4.096153259277344,2025-01-27 15:02:49.853021
2.3558273315429688,2025-01-27 15:02:49.952311
3.1227493286132812,2025-01-27 15:02:50.052301
3.6094512939453125,2025-01-27 15:02:50.152898
4.3468780517578125,2025-01-27 15:02:50.252907
6.5149078369140625,2025-01-27 15:02:50.352892
12.650283813476562,2025-01-27 15:02:50.452127
19.552589416503906,2025-01-27 15:02:50.552426
24.257362365722656,2025-01-27 15:02:50.652612
24.006637573242188,2025-01-27 15:02:50.752906
8.800926208496094,2025-01-27 15:02:50.852679
5.453010559082031,2025-01-27 15:02:50.953035
17.620529174804688,2025-01-27 15:02:51.052770
3.5652008056640625,2025-01-27 15:02:51.152465
10.570747375488281,2025-01-27 15:02:51.252806
21.58788299560547,2025-01-27 15:02:51.352619
13.88916015625,2025-01-27 15:02:51.452863
33.017967224121094,2025-01-27 15:02:51.552561
47.32402801513672,2025-01-27 15:02:51.652656
50.34746551513672,2025-01-27 15:02:51.752928
48.54814910888672,2025-01-27 15:02:51.852798
46.276878356933594,2025-01-27 15:02:51.953005
40.554466247558594,2025-01-27 15:02:52.052698
29.861793518066406,2025-01-27 15:02:52.152768
28.563926696777344,2025-01-27 15:02:52.252554
29.493080139160156,2025-01-27 15:02:52.352673
32.767250061035156,2025-01-27 15:02:52.452869
27.900245666503906,2025-01-27 15:02:52.552884
7.326072692871094,2025-01-27 15:02:52.652220
1.7658843994140625,2025-01-27 15:02:52.752418
1.5446548461914062,2025-01-27 15:02:52.852962
1.0579605102539062,2025-01-27 15:02:52.953061
1.795379638671875,2025-01-27 15:02:53.052470
2.7097930908203125,2025-01-27 15:02:53.152388
1.9133682250976562,2025-01-27 15:02:53.253058
1.7216415405273438,2025-01-27 15:02:53.352451
0.08455657958984375,2025-01-27 15:02:53.452949
-0.107177734375,2025-01-27 15:02:53.552827
-0.09243011474609375,2025-01-27 15:02:53.653430
-0.06292724609375,2025-01-27 15:02:53.752604
-0.12192535400390625,2025-01-27 15:02:53.852638
-0.107177734375,2025-01-27 15:02:53.953079
-0.09243011474609375,2025-01-27 15:02:54.053082
-0.09243011474609375,2025-01-27 15:02:54.152547
-0.12192535400390625,2025-01-27 15:02:54.252283
-0.1366729736328125,2025-01-27 15:02:54.353002
-0.15142059326171875,2025-01-27 15:02:54.452717
-0.1366729736328125,2025-01-27 15:02:54.552578
-0.18091583251953125,2025-01-27 15:02:54.652537
-0.1956634521484375,2025-01-27 15:02:54.752955
-0.372650146484375,2025-01-27 15:02:54.852440
-0.3431549072265625,2025-01-27 15:02:54.952688
-0.12192535400390625,2025-01-27 15:02:55.052595
-0.04817962646484375,2025-01-27 15:02:55.152602
-0.107177734375,2025-01-27 15:02:55.253281
-0.09243011474609375,2025-01-27 15:02:55.352382
-0.09243011474609375,2025-01-27 15:02:55.452317
-0.07767486572265625,2025-01-27 15:02:55.552622
-0.12192535400390625,2025-01-27 15:02:55.652660
-0.107177734375,2025-01-27 15:02:55.753269
-0.07767486572265625,2025-01-27 15:02:55.852123
-0.12192535400390625,2025-01-27 15:02:55.952442
-0.12192535400390625,2025-01-27 15:02:56.052827
-0.06292724609375,2025-01-27 15:02:56.152999
-0.1366729736328125,2025-01-27 15:02:56.252779
-0.107177734375,2025-01-27 15:02:56.353078
-0.107177734375,2025-01-27 15:02:56.453078
-0.12192535400390625,2025-01-27 15:02:56.552238
-0.1366729736328125,2025-01-27 15:02:56.651776
-0.12192535400390625,2025-01-27 15:02:56.751311
-0.22516632080078125,2025-01-27 15:02:56.851780
-0.21041107177734375,2025-01-27 15:02:56.951196
-0.41689300537109375,2025-01-27 15:02:57.051616
-0.07767486572265625,2025-01-27 15:02:57.151848
-0.1366729736328125,2025-01-27 15:02:57.252039
-0.12192535400390625,2025-01-27 15:02:57.351642
-0.12192535400390625,2025-01-27 15:02:57.451554
-0.07767486572265625,2025-01-27 15:02:57.551214
-0.107177734375,2025-01-27 15:02:57.651555
-0.107177734375,2025-01-27 15:02:57.752088
-0.107177734375,2025-01-27 15:02:57.851858
-0.107177734375,2025-01-27 15:02:57.951909
-0.09243011474609375,2025-01-27 15:02:58.051847
-0.107177734375,2025-01-27 15:02:58.151857
-0.06292724609375,2025-01-27 15:02:58.251568
-0.12192535400390625,2025-01-27 15:02:58.352058
-0.09243011474609375,2025-01-27 15:02:58.451458
-0.12192535400390625,2025-01-27 15:02:58.551905
-0.12192535400390625,2025-01-27 15:02:58.651649
-0.07767486572265625,2025-01-27 15:02:58.751906
-0.1956634521484375,2025-01-27 15:02:58.852288
-0.18091583251953125,2025-01-27 15:02:58.951848
-0.25466156005859375,2025-01-27 15:02:59.051441
-0.4021453857421875,2025-01-27 15:02:59.151448
-0.35790252685546875,2025-01-27 15:02:59.251749
-0.09243011474609375,2025-01-27 15:02:59.351435
-0.06292724609375,2025-01-27 15:02:59.451829
-0.06292724609375,2025-01-27 15:02:59.551167
-0.09243011474609375,2025-01-27 15:02:59.651256
-0.12192535400390625,2025-01-27 15:02:59.751476
-0.09243011474609375,2025-01-27 15:02:59.851465
-0.04817962646484375,2025-01-27 15:02:59.951733
-0.107177734375,2025-01-27 15:03:00.051787
-0.09243011474609375,2025-01-27 15:03:00.151167
-0.07767486572265625,2025-01-27 15:03:00.251549
-0.107177734375,2025-01-27 15:03:00.351869
-0.07767486572265625,2025-01-27 15:03:00.451768
-0.07767486572265625,2025-01-27 15:03:00.551453
-0.07767486572265625,2025-01-27 15:03:00.651237
-0.1366729736328125,2025-01-27 15:03:00.751793
-0.15142059326171875,2025-01-27 15:03:00.852080
-0.22516632080078125,2025-01-27 15:03:00.951770
-0.22516632080078125,2025-01-27 15:03:01.052280
-0.3431549072265625,2025-01-27 15:03:01.151576
-0.431640625,2025-01-27 15:03:01.251170
-0.06292724609375,2025-01-27 15:03:01.352067
-0.0334320068359375,2025-01-27 15:03:01.451723
-0.06292724609375,2025-01-27 15:03:01.551711
-0.12192535400390625,2025-01-27 15:03:01.651495
-0.09243011474609375,2025-01-27 15:03:01.751293
-0.09243011474609375,2025-01-27 15:03:01.851454
-0.04817962646484375,2025-01-27 15:03:01.951624
-0.06292724609375,2025-01-27 15:03:02.051748
-0.15142059326171875,2025-01-27 15:03:02.151860
-0.09243011474609375,2025-01-27 15:03:02.252252
-0.1366729736328125,2025-01-27 15:03:02.351649
-0.12192535400390625,2025-01-27 15:03:02.451772
-0.107177734375,2025-01-27 15:03:02.553016
-0.1366729736328125,2025-01-27 15:03:02.652542
-0.1956634521484375,2025-01-27 15:03:02.752586
-0.107177734375,2025-01-27 15:03:02.852272
-0.09243011474609375,2025-01-27 15:03:02.952470
-0.18091583251953125,2025-01-27 15:03:03.051813
-0.18091583251953125,2025-01-27 15:03:03.152082
-0.31365203857421875,2025-01-27 15:03:03.251930
-0.15142059326171875,2025-01-27 15:03:03.351289
-0.107177734375,2025-01-27 15:03:03.451834
-0.06292724609375,2025-01-27 15:03:03.552078
-0.09243011474609375,2025-01-27 15:03:03.651857
-0.06292724609375,2025-01-27 15:03:03.752256
-0.06292724609375,2025-01-27 15:03:03.851435
-0.107177734375,2025-01-27 15:03:03.951854
-0.107177734375,2025-01-27 15:03:04.051323
-0.12192535400390625,2025-01-27 15:03:04.151209
-0.12192535400390625,2025-01-27 15:03:04.251633
-0.166168212890625,2025-01-27 15:03:04.351612
-0.1366729736328125,2025-01-27 15:03:04.451171
-0.09243011474609375,2025-01-27 15:03:04.551304
-0.12192535400390625,2025-01-27 15:03:04.651443
-0.15142059326171875,2025-01-27 15:03:04.751863
-0.15142059326171875,2025-01-27 15:03:04.851265
-0.12192535400390625,2025-01-27 15:03:04.951255
-0.15142059326171875,2025-01-27 15:03:05.051725
-0.1956634521484375,2025-01-27 15:03:05.152022
-0.1956634521484375,2025-01-27 15:03:05.251562
-0.25466156005859375,2025-01-27 15:03:05.351529
-0.44638824462890625,2025-01-27 15:03:05.451989
-0.09243011474609375,2025-01-27 15:03:05.551649
-0.09243011474609375,2025-01-27 15:03:05.651809
-0.09243011474609375,2025-01-27 15:03:05.751722
-0.09243011474609375,2025-01-27 15:03:05.851838
-0.09243011474609375,2025-01-27 15:03:05.951519
-0.12192535400390625,2025-01-27 15:03:06.051542
-0.12192535400390625,2025-01-27 15:03:06.151634
-0.04817962646484375,2025-01-27 15:03:06.251863
-0.07767486572265625,2025-01-27 15:03:06.351489
-0.1366729736328125,2025-01-27 15:03:06.451710
-0.0334320068359375,2025-01-27 15:03:06.552076
-0.09243011474609375,2025-01-27 15:03:06.651555
-0.1366729736328125,2025-01-27 15:03:06.751621
-0.15142059326171875,2025-01-27 15:03:06.851960
-0.07767486572265625,2025-01-27 15:03:06.951858
-0.12192535400390625,2025-01-27 15:03:07.051930
-0.166168212890625,2025-01-27 15:03:07.151279
-0.12192535400390625,2025-01-27 15:03:07.251716
-0.166168212890625,2025-01-27 15:03:07.352063
-0.2694091796875,2025-01-27 15:03:07.452354
-0.44638824462890625,2025-01-27 15:03:07.551427
-0.12192535400390625,2025-01-27 15:03:07.651341
-0.07767486572265625,2025-01-27 15:03:07.751699
-0.07767486572265625,2025-01-27 15:03:07.851417
-0.07767486572265625,2025-01-27 15:03:07.951858
-0.12192535400390625,2025-01-27 15:03:08.052020
-0.107177734375,2025-01-27 15:03:08.151389
-0.107177734375,2025-01-27 15:03:08.251444
-0.1366729736328125,2025-01-27 15:03:08.351427
-0.07767486572265625,2025-01-27 15:03:08.451818
-0.107177734375,2025-01-27 15:03:08.551543
-0.12192535400390625,2025-01-27 15:03:08.651571
-0.12192535400390625,2025-01-27 15:03:08.751151
-0.107177734375,2025-01-27 15:03:08.852060
-0.18091583251953125,2025-01-27 15:03:08.951531
-0.07767486572265625,2025-01-27 15:03:09.051759
-0.15142059326171875,2025-01-27 15:03:09.151858
-0.07767486572265625,2025-01-27 15:03:09.251920
-0.15142059326171875,2025-01-27 15:03:09.352218
-0.22516632080078125,2025-01-27 15:03:09.451948
-0.372650146484375,2025-01-27 15:03:09.551575
-0.41689300537109375,2025-01-27 15:03:09.651437
-0.15142059326171875,2025-01-27 15:03:09.751697
-0.12192535400390625,2025-01-27 15:03:09.851557
-0.09243011474609375,2025-01-27 15:03:09.951854
-0.1366729736328125,2025-01-27 15:03:10.051386
0.1730499267578125,2025-01-27 15:03:10.151211
-0.12192535400390625,2025-01-27 15:03:10.251357
-0.06292724609375,2025-01-27 15:03:10.352124
-0.06292724609375,2025-01-27 15:03:10.451851
-0.107177734375,2025-01-27 15:03:10.551812
-0.15142059326171875,2025-01-27 15:03:10.651435
-0.12192535400390625,2025-01-27 15:03:10.751576
-0.12192535400390625,2025-01-27 15:03:10.851400
-0.1366729736328125,2025-01-27 15:03:10.951883
-0.12192535400390625,2025-01-27 15:03:11.051738
-0.1366729736328125,2025-01-27 15:03:11.151722
-0.166168212890625,2025-01-27 15:03:11.251530
-0.107177734375,2025-01-27 15:03:11.351392
-0.18091583251953125,2025-01-27 15:03:11.451796
-0.1956634521484375,2025-01-27 15:03:11.551592
-0.166168212890625,2025-01-27 15:03:11.651484
-0.41689300537109375,2025-01-27 15:03:11.751737
-0.1366729736328125,2025-01-27 15:03:11.851879
-0.09243011474609375,2025-01-27 15:03:11.951973
-0.107177734375,2025-01-27 15:03:12.051632
-0.107177734375,2025-01-27 15:03:12.152153
-0.1366729736328125,2025-01-27 15:03:12.252340
-0.107177734375,2025-01-27 15:03:12.351545
-0.06292724609375,2025-01-27 15:03:12.451266
-0.0334320068359375,2025-01-27 15:03:12.551554
-0.07767486572265625,2025-01-27 15:03:12.652350
-0.0334320068359375,2025-01-27 15:03:12.751515
1.6921463012695312,2025-01-27 15:03:12.851730
5.9397125244140625,2025-01-27 15:03:12.951669
6.013458251953125,2025-01-27 15:03:13.051404
0.01081085205078125,2025-01-27 15:03:13.152032
-0.107177734375,2025-01-27 15:03:13.252519
-0.12192535400390625,2025-01-27 15:03:13.351780
-0.1366729736328125,2025-01-27 15:03:13.452113
-0.1956634521484375,2025-01-27 15:03:13.551337
-0.2694091796875,2025-01-27 15:03:13.652074
-0.328399658203125,2025-01-27 15:03:13.751308
-0.2989044189453125,2025-01-27 15:03:13.851511
-0.1366729736328125,2025-01-27 15:03:13.952014
-0.107177734375,2025-01-27 15:03:14.052100
-0.07767486572265625,2025-01-27 15:03:14.151855
-0.107177734375,2025-01-27 15:03:14.251450
-0.107177734375,2025-01-27 15:03:14.352079
-0.07767486572265625,2025-01-27 15:03:14.451799
-0.12192535400390625,2025-01-27 15:03:14.551852
-0.107177734375,2025-01-27 15:03:14.651208
-0.166168212890625,2025-01-27 15:03:14.751648
-0.15142059326171875,2025-01-27 15:03:14.852406
-0.107177734375,2025-01-27 15:03:14.951831
-0.06292724609375,2025-01-27 15:03:15.051754
-0.107177734375,2025-01-27 15:03:15.151356
-0.0334320068359375,2025-01-27 15:03:15.251741
-0.15142059326171875,2025-01-27 15:03:15.351409
-0.09243011474609375,2025-01-27 15:03:15.451940
-0.07767486572265625,2025-01-27 15:03:15.551811
-0.15142059326171875,2025-01-27 15:03:15.651639
-0.15142059326171875,2025-01-27 15:03:15.751774
-0.25466156005859375,2025-01-27 15:03:15.851317
-0.47589111328125,2025-01-27 15:03:15.951657
-0.4611358642578125,2025-01-27 15:03:16.051872
-0.07767486572265625,2025-01-27 15:03:16.152032
-0.107177734375,2025-01-27 15:03:16.251721
-0.1366729736328125,2025-01-27 15:03:16.351347
-0.09243011474609375,2025-01-27 15:03:16.451313
-0.07767486572265625,2025-01-27 15:03:16.551753
-0.107177734375,2025-01-27 15:03:16.651337
-0.07767486572265625,2025-01-27 15:03:16.751226
-0.107177734375,2025-01-27 15:03:16.851609
-0.107177734375,2025-01-27 15:03:16.951859
-0.107177734375,2025-01-27 15:03:17.051508
-0.09243011474609375,2025-01-27 15:03:17.151840
-0.12192535400390625,2025-01-27 15:03:17.251476
-0.12192535400390625,2025-01-27 15:03:17.351270
-0.12192535400390625,2025-01-27 15:03:17.451414
-0.12192535400390625,2025-01-27 15:03:17.551745
-0.15142059326171875,2025-01-27 15:03:17.651277
-0.18091583251953125,2025-01-27 15:03:17.751858
-0.166168212890625,2025-01-27 15:03:17.851327
-0.4611358642578125,2025-01-27 15:03:17.951475
-0.35790252685546875,2025-01-27 15:03:18.051461
-0.107177734375,2025-01-27 15:03:18.151831
-0.107177734375,2025-01-27 15:03:18.251811
-0.12192535400390625,2025-01-27 15:03:18.351562
-0.07767486572265625,2025-01-27 15:03:18.451487
-0.07767486572265625,2025-01-27 15:03:18.551852
-0.1366729736328125,2025-01-27 15:03:18.651434
-0.1366729736328125,2025-01-27 15:03:18.751537
-0.06292724609375,2025-01-27 15:03:18.851449
-0.107177734375,2025-01-27 15:03:18.951859
-0.07767486572265625,2025-01-27 15:03:19.052164
-0.09243011474609375,2025-01-27 15:03:19.151407
-0.12192535400390625,2025-01-27 15:03:19.251893
-0.09243011474609375,2025-01-27 15:03:19.352247
-0.07767486572265625,2025-01-27 15:03:19.451410
-0.107177734375,2025-01-27 15:03:19.551562
-0.09243011474609375,2025-01-27 15:03:19.651839
-0.12192535400390625,2025-01-27 15:03:19.752137
-0.21041107177734375,2025-01-27 15:03:19.852083
-0.21041107177734375,2025-01-27 15:03:19.951871
-0.3431549072265625,2025-01-27 15:03:20.051548
-0.328399658203125,2025-01-27 15:03:20.151603
-0.07767486572265625,2025-01-27 15:03:20.251665
-0.07767486572265625,2025-01-27 15:03:20.351813
-0.07767486572265625,2025-01-27 15:03:20.451351
-0.1366729736328125,2025-01-27 15:03:20.551636
-0.107177734375,2025-01-27 15:03:20.651693
-0.1366729736328125,2025-01-27 15:03:20.751249
-0.09243011474609375,2025-01-27 15:03:20.851431
-0.1366729736328125,2025-01-27 15:03:20.951904
-0.12192535400390625,2025-01-27 15:03:21.051492
-0.107177734375,2025-01-27 15:03:21.151893
-0.15142059326171875,2025-01-27 15:03:21.251391
-0.107177734375,2025-01-27 15:03:21.351108
-0.107177734375,2025-01-27 15:03:21.451809
-0.107177734375,2025-01-27 15:03:21.551417
-0.09243011474609375,2025-01-27 15:03:21.651513
-0.166168212890625,2025-01-27 15:03:21.751779
-0.1366729736328125,2025-01-27 15:03:21.851857
-0.21041107177734375,2025-01-27 15:03:21.951226
-0.22516632080078125,2025-01-27 15:03:22.052148
-0.3431549072265625,2025-01-27 15:03:22.152085
-0.4021453857421875,2025-01-27 15:03:22.252279
-0.1366729736328125,2025-01-27 15:03:22.351708
0.14354705810546875,2025-01-27 15:03:22.451558
0.18779754638671875,2025-01-27 15:03:22.551564
0.37952423095703125,2025-01-27 15:03:22.652072
0.1730499267578125,2025-01-27 15:03:22.751395
-0.107177734375,2025-01-27 15:03:22.852054
-0.09243011474609375,2025-01-27 15:03:22.951838
-0.107177734375,2025-01-27 15:03:23.051437
-0.15142059326171875,2025-01-27 15:03:23.151411
-0.107177734375,2025-01-27 15:03:23.251991
-0.12192535400390625,2025-01-27 15:03:23.351756
-0.15142059326171875,2025-01-27 15:03:23.451592
-0.15142059326171875,2025-01-27 15:03:23.551504
-0.107177734375,2025-01-27 15:03:23.651548
-0.107177734375,2025-01-27 15:03:23.752017
-0.1366729736328125,2025-01-27 15:03:23.851491
-0.18091583251953125,2025-01-27 15:03:23.951720
-0.21041107177734375,2025-01-27 15:03:24.051596
-0.31365203857421875,2025-01-27 15:03:24.152089
-0.2989044189453125,2025-01-27 15:03:24.251472
-0.38739776611328125,2025-01-27 15:03:24.352132
-0.1366729736328125,2025-01-27 15:03:24.451844
-0.107177734375,2025-01-27 15:03:24.551873
-0.1366729736328125,2025-01-27 15:03:24.651549
-0.1366729736328125,2025-01-27 15:03:24.751430
-0.12192535400390625,2025-01-27 15:03:24.851292
-0.107177734375,2025-01-27 15:03:24.952069
-0.07767486572265625,2025-01-27 15:03:25.052273
-0.09243011474609375,2025-01-27 15:03:25.151864
-0.06292724609375,2025-01-27 15:03:25.251854
-0.07767486572265625,2025-01-27 15:03:25.351787
-0.15142059326171875,2025-01-27 15:03:25.451524
-0.12192535400390625,2025-01-27 15:03:25.551902
-0.15142059326171875,2025-01-27 15:03:25.652123
-0.1366729736328125,2025-01-27 15:03:25.751703
-0.1366729736328125,2025-01-27 15:03:25.851496
-0.166168212890625,2025-01-27 15:03:25.951561
-0.15142059326171875,2025-01-27 15:03:26.051846
-0.2399139404296875,2025-01-27 15:03:26.151551
-0.21041107177734375,2025-01-27 15:03:26.251800
-0.2989044189453125,2025-01-27 15:03:26.351434
-0.4611358642578125,2025-01-27 15:03:26.451732
-0.107177734375,2025-01-27 15:03:26.551862
-0.09243011474609375,2025-01-27 15:03:26.651434
-0.12192535400390625,2025-01-27 15:03:26.751855
-0.1366729736328125,2025-01-27 15:03:26.851513
-0.07767486572265625,2025-01-27 15:03:26.951847
-0.12192535400390625,2025-01-27 15:03:27.051821
-0.12192535400390625,2025-01-27 15:03:27.152072
-0.07767486572265625,2025-01-27 15:03:27.252063
-0.06292724609375,2025-01-27 15:03:27.351876
-0.107177734375,2025-01-27 15:03:27.451860
-0.04817962646484375,2025-01-27 15:03:27.551857
-0.107177734375,2025-01-27 15:03:27.651819
-0.12192535400390625,2025-01-27 15:03:27.751866
-0.107177734375,2025-01-27 15:03:27.851828
-0.1366729736328125,2025-01-27 15:03:27.951661
-0.107177734375,2025-01-27 15:03:28.051550
-0.12192535400390625,2025-01-27 15:03:28.151600
-0.166168212890625,2025-01-27 15:03:28.251348
-0.25466156005859375,2025-01-27 15:03:28.351427
-0.25466156005859375,2025-01-27 15:03:28.451399
-0.47589111328125,2025-01-27 15:03:28.551998
-0.5496292114257812,2025-01-27 15:03:28.651647
-0.1366729736328125,2025-01-27 15:03:28.752068
-0.07767486572265625,2025-01-27 15:03:28.851831
-0.107177734375,2025-01-27 15:03:28.951331
-0.1366729736328125,2025-01-27 15:03:29.051812
-0.1366729736328125,2025-01-27 15:03:29.151622
-0.107177734375,2025-01-27 15:03:29.252081
-0.1366729736328125,2025-01-27 15:03:29.351338
-0.09243011474609375,2025-01-27 15:03:29.452140
-0.09243011474609375,2025-01-27 15:03:29.551301
-0.107177734375,2025-01-27 15:03:29.651764
-0.1366729736328125,2025-01-27 15:03:29.751515
-0.1366729736328125,2025-01-27 15:03:29.852056
-0.09243011474609375,2025-01-27 15:03:29.951543
-0.12192535400390625,2025-01-27 15:03:30.051900
-0.1366729736328125,2025-01-27 15:03:30.151574
-0.166168212890625,2025-01-27 15:03:30.252079
-0.1366729736328125,2025-01-27 15:03:30.351270
-0.2989044189453125,2025-01-27 15:03:30.451748
-0.47589111328125,2025-01-27 15:03:30.551797
-0.1366729736328125,2025-01-27 15:03:30.651299
-0.09243011474609375,2025-01-27 15:03:30.751826
-0.1366729736328125,2025-01-27 15:03:30.851818
-0.09243011474609375,2025-01-27 15:03:30.951789
-0.07767486572265625,2025-01-27 15:03:31.051973
-0.15142059326171875,2025-01-27 15:03:31.151278
